"pair_ID"	"sentence_A"	"sentence_B"	"relatedness_score"	"SemEval_set"
7440	"O Brasil estará representado no torneio de basquete dos Jogos Olímpicos do Rio de Janeiro 2016."	"Nosso basquete precisa disso, de uma presença nos Jogos Olímpicos."	"2.5"	"TEST"
7441	"Já sem o meia, foram nove vitórias, dois empates e apenas uma derrota."	"Com o capitão, foram três vitórias, cinco empates e nenhuma derrota."	"2.5"	"TEST"
7442	"No Brasil, a gente tem terremotos pequenos no Nordeste ou no interior de São Paulo que causam danos localmente."	"O que a gente tem no Brasil são terremotos pequenos, que causam danos locais."	"4.0"	"TEST"
7443	"A família de Eduardo Campos foi cogitada para alçar voos maiores com a herança política do ex-governador de Pernambuco."	"Marina Silva elogiou a coragem da família Campos nas homenagens ao ex-governador Eduardo Campos."	"2.0"	"TEST"
7444	"O técnico Jorginho testou Rafael Silva na posição ao lado de Leandrão."	"Além deles, o técnico Jorginho terá como opção o atacante Rafael Silva."	"2.5"	"TEST"
7445	"Walter tentou o passe para Marcos Guilherme aos 3′, mas foi com muita força."	"Aos 13, Marcos Guilherme ampliou após cruzamento rasteiro de Walter."	"2.5"	"TEST"
7446	"É a terceira vez que Mantega é agredido verbalmente em lugares públicos."	"Guido Mantega foi mais uma vez hostilizado em público."	"3.75"	"TEST"
7447	"Há algumas semanas, a informação sobre o lançamento iminente dos softwares Office 2016 para Windows estava circulando."	"Uma alteração que abrangerá todos os softwares do Office 2016, é a visual."	"2.75"	"TEST"
7448	"O Inter retoma os trabalhos à tarde, quando deve realizar o primeiro treino tático com bola."	"O Inter terá um novo treino nesta tarde, provavelmente com bola."	"4.25"	"TEST"
7449	"Esses tipos de meteoros são bastante comuns na chuva Perseidas."	"Agosto terá chuva de meteoros Perseidas até dia 22."	"3.75"	"TEST"
7450	"O atacante Alexandre Pato anotou na noite desta quarta-feira uma marca histórica para o São Paulo no Morumbi."	"O atacante Alexandre Pato foi homenageado pelo histórico gol 3 mil do Morumbi."	"3.25"	"TEST"
7451	"Amaral e Thiago permanecem na roça e um deles deixa a competição na noite desta quinta-feira, dia 1º."	"Na noite de quinta-feira, aconteceu a primeira roça de A Fazenda, da Record."	"1.75"	"TEST"
7452	"Fui cruzar e a bola acabou entrando."	"A bola saiu pela esquerda de Alisson."	"2.0"	"TEST"
7453	"A romaria ocorre todo segundo domingo de outubro."	"A primeira das 12 romarias oficiais do Círio ocorreu na sexta-feira (9)."	"2.25"	"TEST"
7454	"Após nova derrota, São Paulo agora é o sétimo colocado."	"Com 17 pontos, o Tricolor agora é o sétimo colocado."	"3.5"	"TEST"
7455	"Wellington Silva chegou pela direita aos 4′ e cruzou para Gerson, que finalizou mal."	"Wellington Silva subiu pela direita e cruzou para dentro da área."	"3.75"	"TEST"
7456	"Nos Estados Unidos a presidente Dilma fechou acordos comerciais e climáticos com o presidente Barack Obama."	"Nesta terça-feira (30), Dilma e Obama têm uma reunião de trabalho."	"3.0"	"TEST"
7457	"Os dados se referem ao comparativo com o primeiro trimestre do ano."	"No 1º trimestre deste ano, o índice foi de 7,9%."	"2.0"	"TEST"
7458	"Taylor Swift aparece mais morena em ensaio fotográfico para a revista Vogue."	"Taylor Swift apareceu com um visual novo na revista Vogue."	"4.0"	"TEST"
7459	"A tocha percorrerá 500 cidades em todo o mundo durante o seu comboio."	"A tocha percorrerá 300 cidades além das 26 capitais e de Brasília."	"3.25"	"TEST"
7460	"Mas, na minha opinião, às 16 horas é melhor."	"Não tem parte legal, na minha opinião."	"1.75"	"TEST"
7461	"A Grécia é um membro da Zona Euro."	"A chanceler alemã voltou a falar sobre a Grécia."	"2.25"	"TEST"
7462	"Pesquisadores da Zimperium zLabs estimam que pelo menos 950 milhões de usuários do Android estão vulneráveis a estes bugs."	"Em julho pesquisadores encontraram a pior vulnerabilidade Android da história do sistema, e a batizaram-na de Stagefright."	"2.0"	"TEST"
7463	"No varejo, as vendas tiveram queda de 10,6% no acumulado do ano, somando 749.441 unidades vendidas."	"Nos primeiros 7 meses do ano passado foram vendidas 1,6 milhão de unidades."	"2.0"	"TEST"
7464	"Na ocasião, a mediana para o IPCA de 2016 estava em 5,44%."	"Há um mês, a mediana das previsões estava negativa em 1,50%."	"2.0"	"TEST"
7465	"A Guarda Costeira da Grécia conseguiu salvar 20 passageiros e continua procurando possíveis sobreviventes."	"A Guarda Costeira conseguiu socorrer pelo menos 11 pessoas e procura outros sobreviventes."	"3.5"	"TEST"
7466	"Antes, esperava-se que o IPCA deste ano seria o maior desde 2003, quando atingiu 9,30%."	"Expectativa dos analistas para o IPCA deste ano subiu para 9,32%."	"3.75"	"TEST"
7467	"São, ao todo, 15 vitórias, sete empates e sete derrotas, com aproveitamento de 59,7%."	"Já sem o jogador, foram 17 vitórias, dez empates e cinco derrotas."	"2.0"	"TEST"
7468	"Eles estão namorando e Camila está feliz."	"A Camila está feliz, é uma pessoa que gosta de viver a vida."	"2.5"	"TEST"
7469	"Mesmo na fase de testes dos recursos, o Facebook já adianta estar satisfeito com os resultados preliminares."	"Esses recursos ainda passam pela fase de testes."	"2.75"	"TEST"
7470	"O eclipse total começou às 23h11 do domingo e terminou à 0h23m (horário de Brasília)."	"O eclipse começou por volta das 23h de domingo e entrou pela noite."	"4.0"	"TEST"
7471	"Após o sucesso da trilogia inical, MIB - Homens de preto deve ganhar um reboot."	"Uma boa notícia para os fâs da franquia Mib - Homens De Preto."	"3.0"	"TEST"
7472	"Assim, o primeiro semestre fechou com superávit comercial de US$ 2,222 bilhões."	"A balança comercial brasileira registrou em junho um superávit de US$ 4,527 bilhões."	"2.75"	"TEST"
7473	"De acordo com o Hollywood Reporter, a Sony Pictures está desenvolvendo um novo filme de Homens de Preto."	"Segundo o Hollywood Reporter, uma nova trilogia está sendo desenvolvida pela Sony Pictures."	"2.75"	"TEST"
7474	"A sequência Hotel Transilvânia 2 conta com vozes de Selena Gomez e Adam Sandler."	"Os dubladores Adam Sandler e Selena Gomez farão a sequência Hotel Transilvânia 2."	"5.0"	"TEST"
7475	"Declarações duras do Presidente da Comissão Europeia, Jean-Claude Juncker, na sala de imprensa da Comissão Europeia."	"Uma decisão que Comissão Europeia considerou em comunicado como justificável."	"3.0"	"TEST"
7476	"Como já se tornou costume na Alemanha, o Bayern de Munique está irresistível neste início de temporada."	"Neste sábado, o Bayern de Munique visita o Darmstadt, às 10h30, no Estádio de Darmstadt."	"2.0"	"TEST"
7477	"O Ibovespa, principal indicador da bolsa, teve alta de 1,6%, aos 49.353 pontos."	"O Ibovespa caiu 0,57 por cento, a 49.072 pontos."	"2.5"	"TEST"
7478	"Com isso, a balança no primeiro semestre de 2015 acumula superávit de US$ 2,222 bilhões."	"No mesmo período do ano passado, o déficit era de US$ 8,738 bilhões."	"2.25"	"TEST"
7479	"O governo apresentou ainda medidas para redução do gasto tributário, retirando ou reduzindo benefícios."	"Somadas, as medidas para redução de gastos tributários e aumento de arrecadação somam R$ 28,4 bilhões."	"3.0"	"TEST"
7480	"A saída da Grécia da zona do euro nunca foi uma opção para mim."	"A população teme que o país saia da zona do euro."	"2.75"	"TEST"
7481	"Os acessos à Vista Chinesa, no Alto da Boa Vista também estão fechadas até às 13h."	"Os acessos à Vista Chinesa também estão fechados das 5h às 13h."	"4.0"	"TEST"
7482	"Temos que estar muito bem preparados para isso."	"Está totalmente recuperado e pronto para voltar a jogar."	"1.0"	"TEST"
7483	"Aos 35 anos, o atacante artilheiro do Campeonato Brasileiro afirmou que continuará atuando em seu melhor nível."	"O jogador tem 17 gols e é o atual artilheiro do Campeonato Brasileiro."	"2.75"	"TEST"
7484	"Anteriormente, poderiam participar aqueles que tivessem uma renda familiar bruta até 20 salários mínimos."	"Será necessário comprovar renda familiar mensal bruta per capita de até 2,5 salários mínimos."	"2.5"	"TEST"
7485	"A bola bateu no braço de Jeci e o juiz marcou pênalti aos 40′."	"O árbitro entendeu que a bola cruzada bateu no braço direito de Jeci."	"4.0"	"TEST"
7486	"O seu processador é um Intel Core na sua quinta geração, e tem uma placa Intel Iris Pro Graphics."	"Como a Apple não usa processadores AMD, vamos considerar somente modelos da Intel."	"2.25"	"TEST"
7487	"De acordo com a CEF 81 apostas acertaram quadra e cada um levará o prêmio de R$ 7.341,07."	"Já 62 apostas acertaram quatro dezenas e faturaram R$8.606,32 cada."	"3.0"	"TEST"
7488	"A defesa de Cunha divulgou nota na qual afirmou que desconhece qualquer procedimento investigatório realizado na Suíça."	"A defesa do deputado Eduardo Cunha desconhece qualquer procedimento investigatório realizado na Suíça."	"4.5"	"TEST"
7489	"Por isso, ele criticou a tentativa de se votar apressadamente o projeto do senador José Serra."	"O senador Roberto Requião (PMDB-PR) estranhou a agilidade para votação do projeto."	"3.25"	"TEST"
7490	"A presidente dedicou parte do discurso para falar de economia e no final falou de corrupção."	"No fim do discurso, Dilma falou de corrupção."	"4.0"	"TEST"
7491	"As primeiras imagens de Lady GaGa na série American Horror Story: Hotel foram divulgadas no primeiro trailer oficial."	"Lady Gaga promete arrasar mesmo em American Horror Story Hotel, série de terror estrelada por ela."	"3.25"	"TEST"
7492	"Além de Sasha, o Inter também não tem D'Alessandro, com hérnia de disco diagnosticada."	"O camisa 10 teve constatada uma hérnia de disco."	"3.25"	"TEST"
7493	"Em junho, o Atlético-MG venceu o Joinville por 1 a 0 diante de 55.987 pagantes no Mineirão."	"O triunfo do Atlético-MG diante do Joinville teve 55.987 torcedores no estádio."	"4.0"	"TEST"
7494	"Segundo o ministro, Renato Janine, o programa de financiamento estudantil é uma alternativa aos mais pobres."	"As mudanças foram anunciadas pelo ministro da Educação, Renato Janine Ribeiro."	"2.0"	"TEST"
7495	"Vale lembrar que, ao que tudo indica, o VR Kit funcionará apenas com smartphones Lumia."	"Até que se sabe, o VR Kit poderá ser usado somente com smartphones Lumia."	"4.75"	"TEST"
7496	"A companhia aérea TAM anunciou nesta segunda-feira que será parceira oficial dos Jogos Olímpicos e Paralímpicos Rio-2016."	"A TAM Linhas Aéreas também apoia os Jogos Paralímpicos Rio 2016."	"4.0"	"TEST"
7497	"O presidente da Câmara destacou que o Congresso é bicameral, composto por Câmara dos Deputados e Senado."	"Pode haver diferença pessoal entre o presidente da Câmara e do Senado."	"2.0"	"TEST"
7498	"As 350 toneladas de pontas de cigarro pelas ruas não são o único problema relacionado à limpeza de Paris."	"As ruas de Paris podem ser belas, mas não são conhecidas pela limpeza."	"2.5"	"TEST"
7499	"O encontro foi na residência oficial do presidente do Senado, Renan Calheiros (PMDB-AL)."	"A presidente Dilma elogiou as medidas apresentas por Renan Calheiros."	"2.0"	"TEST"
7500	"O Palmeiras apresentou no início da tarde desta quinta-feira o zagueiro Leandro Almeida, que estava no Coritiba."	"Novo reforço do Palmeiras, Leandro Almeida não deixou o Coritiba de forma amigável."	"3.25"	"TEST"
7501	"O ex-diretor da estatal será levado para a sede da Polícia Federal em Curitiba."	"O ex-diretor de Internacional da estatal será trazido ainda hoje para Curitiba."	"3.75"	"TEST"
7502	"Nas últimas 24 horas, mais de 3,3 mil imigrantes entraram na Hungria pela fronteira com a Sérvia."	"Somente nas últimas 24 horas, mais de 3.225 imigrantes entraram na Hungria vindos da Sérvia."	"4.75"	"TEST"
7503	"A música “Náufrago” faz parte do primeiro CD de Sophia Abrahão e o clipe foi lançado nesta terça-feira."	"A cantora e atriz Sophia Abrahão lançou nesta terça-feira o clipe da música ""Náufrago""."	"4.25"	"TEST"
7504	"Segundo Cedraz, o requerimento foi encaminhado ao relator do processo das contas de Dilma, ministro Augusto Nardes."	"O relator, Augusto Nardes, defendeu prazo de 10 dias."	"2.25"	"TEST"
7505	"A prefeitura pede que se evite o uso de carro para a ida ao Rock in Rio."	"Não é recomendado o uso de carro para chegar ao Rock in Rio."	"4.25"	"TEST"
7506	"A cantora Gaby Amarantos falou pela primeira vez após a morte da mãe, Elza dos Santos."	"A cantora Gaby Amarantos publicou um longo texto em sua fanpage sobre a morte de sua mãe, Elza."	"3.75"	"TEST"
7507	"Sophia Abrahão abandonou os fios ruivos claros e agora exibe cabelos num tom mais escuro, quase vinho."	"A atriz e cantora Sophia Abrahão trocou o tom ruivo que vinha exibindo por um vermelho mais escuro, quase vinho."	"4.75"	"TEST"
7508	"A presidente defendeu que a Justiça, o Ministério Público e a Polícia Federal investiguem a delação de Pessoa."	"Mas defendeu que tudo seja investigado, inclusive as denúncias que constam da delação."	"3.25"	"TEST"
7509	"Larry Page, atual presidente-executivo do Google, se tornará o CEO da Alphabet."	"Larry Page, cofundador do Google, deixará o cargo de CEO."	"3.0"	"TEST"
7510	"Na próxima rodada, o Bayern de Munique visita o Augsburg; enquanto Bayer Leverkusen Darmstadt."	"O atacante Thomas Müller é sinônimo de sucesso no Bayern de Munique."	"2.25"	"TEST"
7511	"Moana é o nome da mais nova princesa Disney."	"‘Moana‘, da Walt Disney Animation Studios, encontrou a sua voz."	"2.0"	"TEST"
7512	"A jovem rasgará seu vestido de noiva e correrá para a boate."	"Enquanto Tóia, revoltada, rasga seu vestido de noiva, está rolando uma perseguição policial."	"3.0"	"TEST"
7513	"Os primeiros a experimentar os vídeos de perfil são donos de iPhones do Reino Unido e do estado da Califórnia (EUA)."	"Similar às chamadas Live Photos dos novos iPhones, os vídeos de perfil chegam primeiro aos usuários dos EUA e Reino Unido."	"4.0"	"TEST"
7514	"O ex-diretor da área internacional da Petrobras mantém negócios particulares com Raul."	"Ex-funcionário da Petrobras, Raul Schmidt fez carreira na área internacional da estatal."	"3.0"	"TEST"
7515	"Parece que Paolla Oliveira e Joaquim Lopes não mantiveram a amizade após se separarem, em fevereiro deste ano."	"Paolla e Joaquim foram casados por 5 anos e se separaram em fevereiro deste ano."	"3.0"	"TEST"
7516	"Daniel Alvez pegou tanto no pé do amigo que o convenceu a raspar o cabelo no próprio vestiário."	"Após tanta insistência, foi convencido por Daniel Alves a raspar o cabelo."	"4.0"	"TEST"
7517	"O time catarinense até tentou criar alguma coisa na primeira etapa, mas Giuliano roubou a cena."	"Giuliano marcou os dois primeiros gols do time gaúcho, no primeiro tempo."	"3.0"	"TEST"
7518	"A presidente Dilma Rousseff demitiu nesta quarta-feira o ministro da Educação, Renato Janine Ribeiro, durante as negociações da reforma administrativa."	"A saída de Janine do ministério ocorre em meio às negociações da presidenta Dilma Rousseff para a reforma administrativa."	"4.25"	"TEST"
7519	"A moeda norte-americana acumula alta de 0,53% em agosto e de 29,49% em 2015."	"Até o momento, a moeda norte-americana valorizou 0,53% no mês de agosto."	"4.0"	"TEST"
7520	"Regressaria à Grécia em 2000 para dar aulas na Universidade de Atenas."	"Desde 2010 é professor de Economia na Universidade Nacional e Capodistriana de Atenas."	"2.25"	"TEST"
7521	"A dedução anual por dependentes, por sua vez, é agora de R$ 2.275,08."	"Os que recebem menos de R$ 1.903,99 não recolhem imposto de renda."	"2.25"	"TEST"
7522	"A versão mais básica da Golf Variant é a Comfortline, que sai por R$ 89.690."	"Vendido nas versões Comfort e Highline, o Golf Variant tem preços a partir de R$ 89.690."	"4.0"	"TEST"
7523	"Além disso, as partidas semifinais da chave masculina também foram afetadas."	"À tarde, aconteceram jogos pela chave de duplas masculinas (as duas semifinais) e pela chave juvenil."	"2.25"	"TEST"
7524	"E Oliveira foi testado com um lance capital aos 40min no segundo tempo."	"O lance crucial da partida aconteceu aos 40min."	"2.75"	"TEST"
7525	"Já no acumulado em 12 meses até maio, o recuo é de 15,8%."	"Já na comparação com maio do ano passado, houve recuo de 12,0%."	"2.75"	"TEST"
7526	"Feito o update, aparecerá um botão de tradução dentro das conversas por áudio ou vídeo."	"Entretanto, a versão de tradução em áudio e vídeo, na língua portuguesa, ainda não está disponível."	"2.5"	"TEST"
7527	"Os ataques ocorridos no dia 13 de agosto em Osasco e Barueri que deixaram 19 mortos ainda não foram solucionados."	"Ainda não foram ouvidos nenhum dos comandantes da PM responsáveis por Osasco e Barueri."	"3.0"	"TEST"
7528	"IBGE registra alta de 0,6% na produção industrial nacional em maio, ante abril."	"Em relação a maio de 2014, a produção caiu 8,8%."	"2.5"	"TEST"
7529	"O ataque na França aconteceu em uma usina de gás próxima à cidade de Lyon."	"A usina, alvo do ataque, pertence ao grupo americano Air Products."	"3.25"	"TEST"
7530	"A campanha de vacinação contra a poliomielite iniciará neste sábado, com o Dia D da Vacinação."	"Começa neste sábado, 15, a Campanha Nacional de Vacinação contra poliomielite."	"4.0"	"TEST"
7531	"A deputada estadual Leci Brandão (PCdoB) estava entre os políticos presentes à manifestação e subiu em um carro de som para defender a Petrobrás."	"A deputada estadual Leci Brandão (PCdoB) subiu em um carro de som para defender a Petrobrás."	"4.0"	"TEST"
7532	"O show está previsto para começar às 17h."	"A atração acontece a partir das 12h."	"1.75"	"TEST"
7533	"Gabriel, quem bateu nesta quarta, converteu e deu a vitória ao time de Vila Belmiro."	"O gol que deu a vitória ao alvinegro praiano saiu após Gabriel converter um pênalti, sofrido por ele."	"3.75"	"TEST"
7534	"O usuário pode configurar quais dados quer salvar e também a periodicidade do recurso."	"No local será possível configurar quais os dados deseja salvar e também a periodicidade do recurso."	"4.0"	"TEST"
7535	"Segundo informou a emissora de TV pública japonesa, ao menos uma pessoa morreu e dezenas ficaram feridas."	"Ao menos seis outras pessoas ficaram feridas, disseram equipes de emergência."	"2.5"	"TEST"
7536	"Teve início nesta semana a segunda etapa da vacinação contra o Papiloma Vírus Humano (HPV)."	"A segunda dose da vacina contra o Papilomavírus Humano (HPV) já é distribuída em Juiz de Fora."	"3.25"	"TEST"
7537	"""Street Fighter V"" tem lançamento previsto para PC e PS4 no começo de 2016."	"Street Fighter V chega ao PC e PS4 no início de 2016."	"4.75"	"TEST"
7538	"Vasco da Gama e Atlético Paranaense jogaram pela 25ª rodada do Brasileirão 2015."	"Na 25ª rodada, tinha 18 pontos, um a menos do que o Vasco atualmente."	"2.0"	"TEST"
7539	"Continuam bombardeando alvos que não são do grupo jihadista Estado Islâmico."	"Em uma semana, segundo ele, a Rússia bombardeou 112 alvos jihadistas."	"2.25"	"TEST"
7540	"Com o empate, o Fluminense se manteve no G-4 da competição."	"O Fluminense tentou esfriar o jogo e segurar o empate."	"3.0"	"TEST"
7541	"Em Uberaba a meta é vacinar 95% das crianças nesta faixa etária, de um total de 16.994."	"A meta do governo é vacinar 12 milhões de crianças contra a doença."	"3.0"	"TEST"
7542	"A Comissão Europeia divulgou, por outro lado, a última proposta que tinha feito à Grécia."	"O presidente da Comissão Europeia manifestou-se ""traído"" pela iniciativa."	"1.75"	"TEST"
7543	"O jogo de domingo de manhã entre Corinthians e Joinville foi marcado pela forte marcação do time catarinense."	"A forte marcação já vista nos últimos jogos do Joinville se repetiu na Arena Corinthians."	"3.75"	"TEST"
7544	"A realização da competições de hipismo no Jogos Olímpicos Rio-2016 podem não ser realizadas no Brasil."	"Essa não seria a primeira vez que o hipismo seria disputado em outro país nos Jogos Olímpicos."	"3.25"	"TEST"
7545	"Em 2015, o apostador conta com mais cinco novos concursos da Mega-Sena nas Mega Semanas."	"É a Mega Semana de Férias, a segunda das Mega Semanas de 2015."	"3.0"	"TEST"
7546	"São US$ 200 mil mensais, cerca de R$ 800 mil na cotação atual, que Tevez recebe por mês no Boca."	"Tevez recebe US$ 200 mil por mês no Boca."	"4.25"	"TEST"
7547	"Em seguida fica visível que o policial efetua mais, pelo menos, dois disparos."	"Os menores ficam caídos e o policial efetua disparos contra eles."	"3.25"	"TEST"
7548	"A Capcom confirmou mais um lutador para Street Fighter 5, o turrão russo Zangief."	"Vazaram imagens de Laura, suposta lutadora brasileira de Street Fighter 5."	"2.5"	"TEST"
7549	"Isso significa que alguns trabalhadores podem ficar até 18 meses sem receber o abono."	"Milhares de trabalhadores só vão receber o abono salarial no ano que vem."	"3.0"	"TEST"
7550	"No minuto seguinte, porém, Andrei Girotto fez mais um gol e definiu a classificação alviverde."	"Na saída de bola, Allione fez ótimo cruzamento para o empate."	"1.75"	"TEST"
7551	"O jovem encontra-se, desde então, hospitalizado em estado considerado crítico."	"Ele foi hospitalizado em estado crítico, instável e foi submetido a uma cirurgia."	"4.0"	"TEST"
7552	"A confirmação do local de prova de cada cidade será divulgada no dia 3 de novembro."	"Os locais de prova serão divulgados no dia 3 de novembro."	"4.25"	"TEST"
7553	"No caso ao auxílio-doença, o prazo varia de 15 dias a 2 anos."	"INSS vai prorrogar o pagamento de auxílio-doença."	"3.0"	"TEST"
7554	"O goleiro Victor rasgou elogios ao ex-companheiro e deixou as portas do clube abertas para Ronaldinho Gaúcho."	"O goleiro Victor abriu as portas do Atlético-MG para um possível retorno do meia Ronaldinho Gaúcho ao clube."	"3.75"	"TEST"
7555	"Nesta segunda-feira, o médico da menina Sofia, o brasileiro Rodrigo Vianna, lamentou a morte da criança."	"O médico de Sofia lamentou nesta segunda-feira a morte da menina."	"4.5"	"TEST"
7556	"A produção de combustível destilado aumentou na semana passada, com média de cerca de 5,1 milhões de bpd."	"As importações de combustíveis destilados na média foram de 111.000 bpd na semana passada."	"2.5"	"TEST"
7557	"Outro recuo de Sartori foi sobre período de vigência do aumento do ICMS."	"Piaia votará contra o aumento do ICMS."	"2.5"	"TEST"
7558	"Neste ano, pela primeira vez, as vendas de smartphones no Brasil serão menores que no ano anterior."	"O mercado brasileiro de smartphones teve queda nas vendas pela primeira vez na história."	"4.25"	"TEST"
7559	"O voo MH17 seguia de Amsterdã, na Holanda, para Kuala Lumpur, na Malásia."	"O Boeing 777-200 da Malaysia Airlines fazia a rota de Amsterdã a Kuala Lumpur."	"3.75"	"TEST"
7560	"Aos 39 minutos, o Fluminense marcou o primeiro gol."	"Foi o primeiro gol marcado pelo artilheiro tricolor contra a equipe santista."	"2.75"	"TEST"
7561	"Na comparação com junho do ano passado, o varejo recuou 2,7%."	"Nos primeiros 7 meses do ano passado foram vendidas 1,6 milhão de unidades."	"1.25"	"TEST"
7562	"Já o Fluminense visita o São Paulo, no Morumbi, no mesmo dia e horário."	"Na próxima rodada, o Fluminense vai enfrentar o São Paulo, no Morumbi."	"3.25"	"TEST"
7563	"O nome oficial da competição ainda está sendo definido."	"Os clubes definiram que a competição será realizada com três grupos."	"2.25"	"TEST"
7564	"O companheiro dele na Mercedes, Nico Rosberg, vem logo em seguida, com 159."	"O alemão Nico Rosberg chegou em segundo, fechando nova dobradinha da Mercedes."	"3.5"	"TEST"
7565	"A temperatura vai cair dos 35 graus de hoje para 31, domingo e segunda-feira."	"Ontem, a maior temperatura foi de 36 graus, registrada às 16 horas."	"2.25"	"TEST"
7566	"Receber a chama Olímpica Angra dos Reis é como receber um pedaço dos Jogos Olímpicos."	"A cidade já revelou diversos atletas que defenderam o Brasil em Jogos Olímpicos."	"2.5"	"TEST"
7567	"Marcelo Castro, 65 anos, é médico psiquiatra e atua como deputado federal desde 1999."	"O deputado federal Marcelo Castro (PMDB-PI) será o novo ministro da Saúde."	"2.25"	"TEST"
7568	"Em 2007, durante a realização dos Jogos Pan Americanos, Vitória também recebeu a tocha olímpica."	"A tocha Olímpica é verdadeiramente bonita e fantástica."	"2.0"	"TEST"
7569	"Em 12 meses, o índice teve recuo de 0,8%."	"Em junho deste ano, o recuo foi de 0,4%."	"2.75"	"TEST"
7570	"De acordo com a Fenabrave, no mês passado foram emplacados 175.272 automóveis e 29.355 comerciais leves."	"A Fenabrave espera que, neste ano, serão emplacados 24.351 ônibus."	"2.75"	"TEST"
7571	"O Flamengo teve a primeira chance de gol aos quatro minutos."	"O Flamengo conseguiu criar uma boa chance só aos 38 minutos."	"2.75"	"TEST"
7572	"Até quarta-feira (8) de manhã, o Papa Francisco terá compromissos no Equador."	"O papa Francisco chega a Quito, no dia 5 de julho de 2015."	"2.75"	"TEST"
7573	"As contas foram rejeitadas pelo TCU por unanimidade na quarta-feira (7)."	"É a segunda vez que o TCU rejeita as contas de um presidente."	"2.75"	"TEST"
7574	"Por isso a presidente Dilma Rousseff deve trocá-lo pelo ministro-chefe da Casa Civil, Aloizio Mercadante."	"A queda de Aloizio Mercadante da Casa Civil é a capitulação final de Dilma."	"3.25"	"TEST"
7575	"A disputa mais emocionante ficou reservada para o Allianz Parque, em São Paulo."	"O São Paulo disputou a vaga contra o Grêmio, mas foi derrotado e ficou para trás."	"1.5"	"TEST"
7576	"Em conjunto, as vendas externas dos cinco setores representaram 84,0% do total exportado pelo setor em julho."	"O valor representa 49,2% do total das vendas externas, US$ 18,526 bilhões."	"3.0"	"TEST"
7577	"Os sensores embutidos no Moto X Style também permitem que o smartphone faça determinadas ações com o Assist."	"Particularmente, acho a tela do Moto X Style muito boa."	"2.25"	"TEST"
7578	"Ex-funcionário da Petrobras, Raul Schmidt fez carreira na área internacional da estatal."	"O preso é o ex-diretor da área Internacional da Petrobras Jorge Luiz Zelada."	"2.5"	"TEST"
7579	"A América Latina concentra a maioria do 1,2 bilhão de católicos no mundo."	"A América Latina tem 42% dos católicos do mundo, segundo o Vaticano."	"4.25"	"TEST"
7580	"A PEC 443 vincula os salários das carreiras à remuneração de ministro do Supremo Tribunal Federal."	"Ainda cabe recurso no Supremo Tribunal de Justiça e no Supremo Tribunal Federal."	"2.0"	"TEST"
7581	"Chimbinha começou a noite tocando sozinho no palco, porque Joelma cantava dos bastidores."	"Chimbinha deu início ao show tocando sozinho no palco, enquanto Joelma cantava nos bastidores."	"5.0"	"TEST"
7582	"Pela expulsão, Gabriel Paulista será julgado por conduta imprópria."	"Segundo o comunicado, Gabriel havia recebido três jogos de suspensão por conduta imprópria."	"3.25"	"TEST"
7583	"A última movimentação confirmou o retorno do zagueiro Pedro Geromel."	"Em contrapartida há o retorno do zagueiro Pedro Geromel, recuperado de lesão."	"3.0"	"TEST"
7584	"Foi realizada perícia no local onde o adolescente morreu e as armas dos policiais foram recolhidas."	"A Polícia Civil informou que as armas dos policiais foram recolhidas para a perícia."	"3.75"	"TEST"
7585	"Entusiasmada por estar no US Open a apoiar Serena."	"O SporTV transmite ao vivo o US Open pelo SporTV 2."	"2.25"	"TEST"
7586	"André, em um pênalti polêmico, converteu, aos 46 minutos do segundo tempo."	"No fim, André sofreu e converteu um pênalti e decretou o empate."	"4.0"	"TEST"
7587	"Na madrugada desta quinta-feira, Gusttavo Lima mostrou que tem disposição em todos os horários."	"Gusttavo Lima aproveitou a madrugada desta quinta-feira para se exercitar."	"3.5"	"TEST"
7588	"A Bolsa de Milão recuou 0,53%, para 23.507,70 pontos, acumulando queda de 1,08% na semana."	"Em TÓQUIO, o índice Nikkei recuou 0,67%, a 20.544 pontos."	"2.25"	"TEST"
7589	"Foram feitas duas perícias no prédio."	"O prédio não corre risco de desabar."	"2.75"	"TEST"
7590	"A reunião aconteceu no Palácio da Alvorada e discutiu o corte de gastos do governo federal."	"A reunião acontece no Palácio da Alvorada e deve se estender até a noite."	"3.0"	"TEST"
7591	"Quatro times garantem vaga direta e o quinto colocado vai disputar a repescagem com um representante da Oceania."	"O quinto colocado irá à repescagem em confronto contra o representante da Oceania."	"4.0"	"TEST"
7592	"Ao todo, 323 municípios de todas as regiões poderão preencher 410 vagas ociosas."	"Os profissionais selecionados preencherão vagas ociosas, principalmente por desistência."	"2.5"	"TEST"
7593	"Com bandeiras, faixas e cartazes, muitos pediam a saída da presidente Dilma Rousseff."	"Na Avenida Paulista, manifestantes exibem cartazes pedindo a saída da presidente Dilma Rousseff."	"4.25"	"TEST"
7594	"As imagens mostram quando os taxistas cercam o carro do Uber para impedir a viagem."	"Imagens mostram que os taxistas cercaram o motorista do Uber e impediram a viagem."	"5.0"	"TEST"
7595	"O técnico Hudson Coutinho fechou todos os treinamentos que antecederam a viagem para São Paulo."	"O técnico Hudson Coutinho faz de tudo para esconder a escalação."	"3.0"	"TEST"
